id,cliente_id,valor,data_transacao
7800,671,-10.0,2021-11-15T15:36:10.000-03:00
7799,671,-2.0,2021-11-15T15:34:25.000-03:00
7798,671,-15.0,2021-11-15T15:33:14.000-03:00
7797,671,-100.0,2021-11-15T15:31:49.000-03:00
7795,671,-100.0,2021-11-15T15:29:28.000-03:00
7794,671,-2.0,2021-11-15T15:27:53.000-03:00
7793,671,-2.0,2021-11-15T14:50:42.000-03:00
7792,671,-2.0,2021-11-15T12:16:59.000-03:00
7791,671,-3.0,2021-11-15T11:14:01.000-03:00
7790,671,-30.0,2021-11-15T10:56:52.000-03:00
7789,671,-100.0,2021-11-15T10:45:47.000-03:00
7788,671,-100.0,2021-11-15T10:44:44.000-03:00
7787,671,-2.0,2021-11-14T15:54:33.000-03:00
7786,671,-5.0,2021-11-14T15:27:22.000-03:00
7785,671,-5.0,2021-11-14T15:19:13.000-03:00
7784,671,-2.0,2021-11-14T13:31:04.000-03:00
7783,671,-2.0,2021-11-14T11:34:09.000-03:00
7782,671,-2.0,2021-11-14T11:32:18.000-03:00
7781,671,-20.0,2021-11-14T11:27:15.000-03:00
7780,671,-10.0,2021-11-14T11:25:57.000-03:00
7779,671,-3.0,2021-11-14T10:30:45.000-03:00
7778,671,-7.0,2021-11-14T10:30:17.000-03:00
7777,671,-2.0,2021-11-14T10:29:23.000-03:00
7776,671,-2.0,2021-11-13T23:14:42.000-03:00
7775,671,-30.0,2021-11-13T20:54:18.000-03:00
7774,671,-2.0,2021-11-13T20:26:01.000-03:00
7773,671,-5.0,2021-11-13T20:23:47.000-03:00
7772,671,-30.0,2021-11-13T20:10:06.000-03:00
7771,671,-10.0,2021-11-13T19:21:04.000-03:00
7770,671,-5.0,2021-11-13T18:27:50.000-03:00
7769,671,-20.0,2021-11-13T18:26:05.000-03:00
7768,671,-2.0,2021-11-13T15:07:44.000-03:00
7767,671,-10.0,2021-11-13T15:05:54.000-03:00
7765,671,-2.0,2021-11-12T18:41:43.000-03:00
7764,671,-50.0,2021-11-12T14:28:29.000-03:00
7763,671,-10.0,2021-11-12T13:09:33.000-03:00
7762,671,-10.0,2021-11-11T19:46:05.000-03:00
7761,671,-5.0,2021-11-11T18:57:15.000-03:00
7760,671,-20.0,2021-11-11T12:36:30.000-03:00
7759,671,-2.0,2021-11-11T12:20:14.000-03:00
7758,671,-30.0,2021-11-11T10:59:38.000-03:00
7757,732,-8.0,2021-11-10T22:33:04.000-03:00
7755,671,-2.0,2021-11-10T21:24:31.000-03:00
7754,671,-3.0,2021-11-10T21:22:14.000-03:00
7753,671,-2.0,2021-11-10T21:19:06.000-03:00
7752,671,-10.0,2021-11-10T21:17:05.000-03:00
7751,671,-20.0,2021-11-10T21:14:50.000-03:00
7750,671,-5.0,2021-11-10T21:08:31.000-03:00
7749,671,-100.0,2021-11-10T20:22:05.000-03:00
7748,671,-10.0,2021-11-10T19:00:07.000-03:00
7747,671,-2.0,2021-11-10T18:40:35.000-03:00
7746,671,-2.0,2021-11-10T18:40:08.000-03:00
8102,671,-5.0,2021-11-30T16:43:29.000-03:00
8101,671,-5.0,2021-11-30T16:40:06.000-03:00
8100,671,-10.0,2021-11-30T16:13:55.000-03:00
8099,671,-10.0,2021-11-30T14:49:48.000-03:00
8098,671,-100.0,2021-11-30T14:39:57.000-03:00
8097,671,-10.0,2021-11-30T13:19:04.000-03:00
8094,671,-1.0,2021-11-30T13:00:11.000-03:00
8093,671,-2.0,2021-11-30T12:57:29.000-03:00
8092,671,-2.0,2021-11-30T12:56:43.000-03:00
8091,671,-2.0,2021-11-30T12:34:55.000-03:00
8090,671,-20.0,2021-11-30T07:06:22.000-03:00
8088,671,-20.0,2021-11-30T06:35:56.000-03:00
8087,671,-10.0,2021-11-29T15:42:36.000-03:00
8086,671,-10.0,2021-11-29T13:15:14.000-03:00
8085,671,-10.0,2021-11-29T12:29:20.000-03:00
8084,671,-5.0,2021-11-29T09:14:53.000-03:00
8082,671,-50.0,2021-11-29T07:48:23.000-03:00
8081,671,-20.0,2021-11-29T07:47:37.000-03:00
8080,671,-5.0,2021-11-28T21:02:17.000-03:00
8079,671,-10.0,2021-11-28T20:59:40.000-03:00
8078,702,-2.0,2021-11-28T20:37:23.000-03:00
8077,671,-10.0,2021-11-28T19:40:36.000-03:00
8076,671,-10.0,2021-11-28T19:39:54.000-03:00
8075,671,-10.0,2021-11-28T19:25:19.000-03:00
8074,702,-2.0,2021-11-28T17:46:30.000-03:00
8073,671,-10.0,2021-11-28T17:13:50.000-03:00
8072,671,-50.0,2021-11-28T15:59:15.000-03:00
8071,671,-100.0,2021-11-28T15:58:33.000-03:00
8070,671,-3.0,2021-11-28T15:26:22.000-03:00
8069,671,-3.0,2021-11-28T14:33:37.000-03:00
8068,671,-10.0,2021-11-28T14:02:10.000-03:00
8067,671,-50.0,2021-11-28T13:23:00.000-03:00
8066,671,-1.0,2021-11-28T13:20:34.000-03:00
8065,671,-1.0,2021-11-28T13:14:11.000-03:00
8064,702,-2.0,2021-11-28T12:35:46.000-03:00
8063,702,-2.0,2021-11-28T12:32:58.000-03:00
8062,702,-2.0,2021-11-28T12:27:39.000-03:00
8061,671,-5.0,2021-11-28T12:11:41.000-03:00
8060,671,-10.0,2021-11-28T12:04:13.000-03:00
8059,671,-10.0,2021-11-28T12:00:02.000-03:00
8058,671,-20.0,2021-11-28T11:58:38.000-03:00
8057,671,-20.0,2021-11-28T11:47:00.000-03:00
8056,671,-1.0,2021-11-27T21:55:22.000-03:00
8055,671,-20.0,2021-11-27T19:01:21.000-03:00
8054,671,-50.0,2021-11-27T18:58:21.000-03:00
8053,702,-2.0,2021-11-27T17:09:17.000-03:00
8052,702,-2.0,2021-11-27T17:07:47.000-03:00
8051,671,-10.0,2021-11-27T16:17:51.000-03:00
8050,671,-2.0,2021-11-27T15:21:20.000-03:00
8049,671,-5.0,2021-11-27T15:19:33.000-03:00
8048,671,-5.0,2021-11-27T15:16:34.000-03:00
8047,671,-10.0,2021-11-27T15:13:31.000-03:00
8046,671,-5.0,2021-11-27T15:12:19.000-03:00
8045,671,-20.0,2021-11-27T15:09:12.000-03:00
8044,671,-10.0,2021-11-27T15:07:15.000-03:00
8043,702,-2.0,2021-11-27T14:29:33.000-03:00
8042,702,-2.0,2021-11-27T14:26:30.000-03:00
8041,702,-2.0,2021-11-27T14:25:33.000-03:00
8039,671,-10.0,2021-11-27T13:59:27.000-03:00
8038,671,-2.0,2021-11-27T07:11:51.000-03:00
8037,671,-10.0,2021-11-27T07:07:31.000-03:00
8036,671,-1.0,2021-11-26T21:18:28.000-03:00
8035,671,-2.0,2021-11-26T19:31:45.000-03:00
8034,671,-10.0,2021-11-26T19:28:03.000-03:00
8033,370,-5.0,2021-11-26T07:56:55.000-03:00
8032,671,-40.0,2021-11-25T22:51:14.000-03:00
8031,671,-10.0,2021-11-25T22:47:43.000-03:00
8030,671,-10.0,2021-11-25T20:26:21.000-03:00
8029,671,-30.0,2021-11-25T17:20:49.000-03:00
8028,671,-50.0,2021-11-25T16:42:16.000-03:00
8027,671,-10.0,2021-11-25T13:32:35.000-03:00
8026,671,-10.0,2021-11-25T13:30:23.000-03:00
8025,671,-50.0,2021-11-25T12:57:53.000-03:00
8024,671,-50.0,2021-11-25T12:57:15.000-03:00
8023,671,-10.0,2021-11-25T12:37:00.000-03:00
8021,671,-60.0,2021-11-25T06:58:08.000-03:00
8020,671,-10.0,2021-11-24T21:23:06.000-03:00
8019,671,-30.0,2021-11-24T21:20:57.000-03:00
8017,671,-2.0,2021-11-24T21:12:22.000-03:00
8016,671,-30.0,2021-11-24T21:07:58.000-03:00
8014,671,-20.0,2021-11-24T20:17:17.000-03:00
8013,370,-5.0,2021-11-24T20:11:19.000-03:00
8012,370,-3.0,2021-11-24T16:59:21.000-03:00
8011,370,-2.0,2021-11-24T16:47:32.000-03:00
8010,671,-100.0,2021-11-24T16:19:01.000-03:00
8009,370,-5.0,2021-11-24T13:54:56.000-03:00
8008,671,-10.0,2021-11-24T12:36:05.000-03:00
8007,74,-10.0,2021-11-24T12:25:49.000-03:00
8006,671,-2.0,2021-11-24T12:25:20.000-03:00
8005,671,-2.0,2021-11-24T12:21:01.000-03:00
8004,671,-2.0,2021-11-24T12:19:41.000-03:00
8003,370,-3.0,2021-11-24T10:27:41.000-03:00
8002,370,-2.0,2021-11-24T10:22:41.000-03:00
8001,671,-20.0,2021-11-24T07:03:31.000-03:00
8000,671,-10.0,2021-11-24T06:48:56.000-03:00
7999,671,-2.0,2021-11-24T06:40:39.000-03:00
7998,671,-2.0,2021-11-24T06:35:42.000-03:00
7997,671,-20.0,2021-11-23T20:57:59.000-03:00
7996,671,-5.0,2021-11-23T16:39:58.000-03:00
7995,671,-2.0,2021-11-23T12:56:57.000-03:00
7994,671,-20.0,2021-11-23T12:30:29.000-03:00
3911,690,-10.0,2021-06-27T17:46:30.000-03:00
3910,695,-10.0,2021-06-27T17:14:23.000-03:00
3909,695,-10.0,2021-06-27T16:43:48.000-03:00
3908,690,-20.0,2021-06-27T15:44:31.000-03:00
3907,690,-20.0,2021-06-27T15:41:27.000-03:00
3906,690,-50.0,2021-06-27T15:39:18.000-03:00
3905,689,-2.0,2021-06-27T12:28:38.000-03:00
3904,690,-20.0,2021-06-27T12:06:06.000-03:00
3903,689,-2.0,2021-06-27T12:04:31.000-03:00
3902,695,-10.0,2021-06-27T11:48:17.000-03:00
3901,695,-10.0,2021-06-27T11:44:46.000-03:00
3900,695,-10.0,2021-06-27T11:33:48.000-03:00
3898,690,-50.0,2021-06-27T10:54:13.000-03:00
3897,690,-20.0,2021-06-27T10:52:24.000-03:00
3896,689,-5.0,2021-06-27T09:29:14.000-03:00
3895,689,-5.0,2021-06-27T09:27:55.000-03:00
3894,689,-5.0,2021-06-27T09:13:56.000-03:00
3893,690,-20.0,2021-06-27T09:03:21.000-03:00
3892,690,-20.0,2021-06-27T08:48:09.000-03:00
3891,690,-30.0,2021-06-27T08:46:08.000-03:00
3890,695,-10.0,2021-06-26T23:27:44.000-03:00
3889,695,-20.0,2021-06-26T23:09:24.000-03:00
3888,689,-2.0,2021-06-26T21:15:33.000-03:00
3887,689,-2.0,2021-06-26T20:59:29.000-03:00
3886,689,-2.0,2021-06-26T20:50:36.000-03:00
3884,370,-5.0,2021-06-26T18:41:07.000-03:00
3882,690,-10.0,2021-06-26T15:40:39.000-03:00
3880,690,-20.0,2021-06-26T15:14:27.000-03:00
3876,689,-10.0,2021-06-26T10:20:17.000-03:00
3875,690,-10.0,2021-06-26T10:13:22.000-03:00
3874,690,-10.0,2021-06-26T10:11:21.000-03:00
3873,690,-10.0,2021-06-26T10:09:50.000-03:00
3872,690,-10.0,2021-06-26T10:07:09.000-03:00
3871,690,-10.0,2021-06-26T10:03:39.000-03:00
3870,690,-10.0,2021-06-26T10:02:35.000-03:00
3869,690,-20.0,2021-06-26T10:01:02.000-03:00
3868,690,-20.0,2021-06-26T09:58:12.000-03:00
3866,689,-2.0,2021-06-25T22:34:42.000-03:00
3865,689,-2.0,2021-06-25T22:32:36.000-03:00
3864,370,-5.0,2021-06-25T22:10:56.000-03:00
3863,689,-2.0,2021-06-25T21:53:28.000-03:00
3861,431,-100.0,2021-06-25T20:01:46.000-03:00
3860,689,-2.0,2021-06-25T19:33:59.000-03:00
3859,690,-10.0,2021-06-25T14:53:00.000-03:00
3858,690,-10.0,2021-06-25T14:42:56.000-03:00
3857,690,-20.0,2021-06-25T14:40:53.000-03:00
3854,690,-20.0,2021-06-25T11:09:16.000-03:00
3853,690,-10.0,2021-06-25T11:08:22.000-03:00
3852,690,-10.0,2021-06-25T11:06:07.000-03:00
3851,690,-10.0,2021-06-25T11:04:31.000-03:00
3846,689,-3.0,2021-06-24T21:47:36.000-03:00
3845,689,-5.0,2021-06-24T21:29:01.000-03:00
3844,689,-3.0,2021-06-24T21:26:14.000-03:00
3843,370,-10.0,2021-06-24T21:25:02.000-03:00
3842,689,-2.0,2021-06-24T21:09:04.000-03:00
3841,689,-2.0,2021-06-24T21:08:06.000-03:00
3840,689,-2.0,2021-06-24T15:25:50.000-03:00
3839,689,-2.0,2021-06-24T15:20:46.000-03:00
3838,689,-2.0,2021-06-24T15:15:01.000-03:00
3837,690,-30.0,2021-06-24T13:46:55.000-03:00
3836,690,-20.0,2021-06-24T13:45:37.000-03:00
3834,690,-10.0,2021-06-24T13:33:35.000-03:00
3833,690,-10.0,2021-06-24T13:31:40.000-03:00
3832,690,-10.0,2021-06-24T13:30:43.000-03:00
3831,690,-10.0,2021-06-24T13:29:38.000-03:00
3830,689,-3.0,2021-06-24T13:13:00.000-03:00
3829,689,-2.0,2021-06-24T12:24:41.000-03:00
3828,689,-2.0,2021-06-24T12:18:29.000-03:00
3827,689,-2.0,2021-06-24T12:17:27.000-03:00
3826,689,-2.0,2021-06-24T12:10:42.000-03:00
3825,689,-2.0,2021-06-24T12:10:02.000-03:00
3824,690,-20.0,2021-06-24T11:01:21.000-03:00
3820,690,-10.0,2021-06-24T10:51:27.000-03:00
3819,690,-10.0,2021-06-24T10:46:56.000-03:00
3818,690,-10.0,2021-06-24T10:30:33.000-03:00
3814,690,-10.0,2021-06-24T09:54:28.000-03:00
3813,690,-10.0,2021-06-24T09:51:48.000-03:00
3812,690,-10.0,2021-06-24T09:50:07.000-03:00
3811,690,-10.0,2021-06-24T09:49:11.000-03:00
3810,690,-10.0,2021-06-24T09:48:02.000-03:00
3808,689,-3.0,2021-06-24T09:24:47.000-03:00
3807,689,-3.0,2021-06-23T22:37:34.000-03:00
3806,370,-5.0,2021-06-23T22:29:56.000-03:00
3805,689,-3.0,2021-06-23T22:29:24.000-03:00
3804,689,-3.0,2021-06-23T18:58:36.000-03:00
3803,689,-2.0,2021-06-23T17:23:58.000-03:00
3802,689,-2.0,2021-06-23T17:05:24.000-03:00
3801,689,-2.0,2021-06-23T16:57:35.000-03:00
3800,680,-2.0,2021-06-23T16:43:56.000-03:00
3799,689,-2.0,2021-06-23T16:25:54.000-03:00
3798,689,-2.0,2021-06-23T16:10:19.000-03:00
3797,689,-2.0,2021-06-23T15:56:11.000-03:00
3796,689,-5.0,2021-06-23T15:39:52.000-03:00
3795,689,-2.0,2021-06-23T15:14:58.000-03:00
3794,680,-2.0,2021-06-23T15:04:39.000-03:00
3793,370,-5.0,2021-06-23T14:56:37.000-03:00
3792,680,-2.0,2021-06-23T14:46:11.000-03:00
3791,690,-20.0,2021-06-23T13:22:55.000-03:00
3790,690,-10.0,2021-06-23T13:07:10.000-03:00
3789,690,-10.0,2021-06-23T12:51:20.000-03:00
3788,690,-10.0,2021-06-23T12:48:24.000-03:00
4045,690,-10.0,2021-07-01T08:12:01.000-03:00
4044,690,-10.0,2021-07-01T08:11:09.000-03:00
4043,690,-10.0,2021-07-01T08:08:39.000-03:00
4042,690,-20.0,2021-07-01T08:07:28.000-03:00
4041,74,-3.0,2021-06-30T23:46:41.000-03:00
4040,74,-3.0,2021-06-30T23:45:34.000-03:00
4039,74,-10.0,2021-06-30T20:43:41.000-03:00
4038,74,-2.0,2021-06-30T20:42:31.000-03:00
4037,689,-2.0,2021-06-30T20:14:58.000-03:00
4036,689,-2.0,2021-06-30T20:12:44.000-03:00
4035,689,-5.0,2021-06-30T19:39:56.000-03:00
4034,690,-20.0,2021-06-30T19:18:07.000-03:00
4033,689,-2.0,2021-06-30T19:09:39.000-03:00
4032,689,-2.0,2021-06-30T18:59:44.000-03:00
4031,689,-2.0,2021-06-30T18:56:58.000-03:00
4030,689,-2.0,2021-06-30T18:55:43.000-03:00
4029,689,-2.0,2021-06-30T18:53:10.000-03:00
4028,689,-5.0,2021-06-30T18:48:15.000-03:00
4027,689,-2.0,2021-06-30T18:47:03.000-03:00
4026,690,-10.0,2021-06-30T15:59:38.000-03:00
4025,74,-2.0,2021-06-30T14:28:26.000-03:00
4024,690,-17.0,2021-06-30T13:46:55.000-03:00
4023,690,-10.0,2021-06-30T10:29:46.000-03:00
4022,690,-10.0,2021-06-30T10:28:21.000-03:00
4021,690,-10.0,2021-06-30T10:26:48.000-03:00
4020,690,-10.0,2021-06-30T10:25:41.000-03:00
4019,690,-10.0,2021-06-30T10:24:26.000-03:00
4018,690,-10.0,2021-06-30T09:20:45.000-03:00
4017,690,-10.0,2021-06-30T09:18:49.000-03:00
4016,690,-20.0,2021-06-30T09:16:20.000-03:00
4015,690,-10.0,2021-06-30T09:13:26.000-03:00
4014,690,-10.0,2021-06-30T09:11:55.000-03:00
4013,690,-10.0,2021-06-30T09:10:17.000-03:00
4012,690,-10.0,2021-06-30T08:36:52.000-03:00
4011,690,-10.0,2021-06-30T08:31:44.000-03:00
4010,689,-3.0,2021-06-30T07:09:57.000-03:00
4009,689,-2.0,2021-06-30T07:09:16.000-03:00
4008,689,-5.0,2021-06-30T07:08:31.000-03:00
4007,689,-2.0,2021-06-30T07:07:29.000-03:00
4006,689,-2.0,2021-06-30T07:06:41.000-03:00
4005,689,-6.0,2021-06-30T07:05:51.000-03:00
4004,689,-2.0,2021-06-29T21:53:45.000-03:00
4003,689,-4.0,2021-06-29T20:54:19.000-03:00
4002,689,-2.0,2021-06-29T20:47:46.000-03:00
4001,689,-2.0,2021-06-29T20:41:03.000-03:00
4000,689,-2.0,2021-06-29T20:33:31.000-03:00
3999,690,-10.0,2021-06-29T20:18:07.000-03:00
3998,690,-20.0,2021-06-29T20:12:51.000-03:00
3997,690,-20.0,2021-06-29T20:06:37.000-03:00
3996,690,-20.0,2021-06-29T18:26:06.000-03:00
3995,689,-3.0,2021-06-29T18:10:27.000-03:00
3994,689,-2.0,2021-06-29T18:08:47.000-03:00
3993,690,-20.0,2021-06-29T18:05:40.000-03:00
3992,690,-10.0,2021-06-29T15:06:40.000-03:00
3991,690,-10.0,2021-06-29T14:01:06.000-03:00
3990,690,-10.0,2021-06-29T13:54:30.000-03:00
3989,690,-10.0,2021-06-29T13:22:00.000-03:00
3988,690,-50.0,2021-06-29T13:18:34.000-03:00
3955,690,-1500.0,2021-06-29T10:33:05.000-03:00
3954,690,-10.0,2021-06-29T09:02:18.000-03:00
3953,690,-10.0,2021-06-29T08:59:22.000-03:00
3952,690,-10.0,2021-06-29T08:57:38.000-03:00
3951,690,-10.0,2021-06-29T08:56:02.000-03:00
3950,690,-10.0,2021-06-29T08:54:31.000-03:00
3949,690,-20.0,2021-06-29T08:53:19.000-03:00
3948,690,-10.0,2021-06-29T08:51:48.000-03:00
3947,689,-2.0,2021-06-28T20:42:45.000-03:00
3946,689,-2.0,2021-06-28T20:27:40.000-03:00
3944,689,-4.0,2021-06-28T19:10:13.000-03:00
3943,689,-2.0,2021-06-28T19:03:58.000-03:00
3942,689,-2.0,2021-06-28T19:00:14.000-03:00
3941,689,-2.0,2021-06-28T18:24:16.000-03:00
3940,689,-2.0,2021-06-28T18:20:30.000-03:00
3939,689,-2.0,2021-06-28T16:39:40.000-03:00
3938,689,-2.0,2021-06-28T16:21:50.000-03:00
3937,690,-10.0,2021-06-28T16:13:32.000-03:00
3936,690,-20.0,2021-06-28T15:17:04.000-03:00
3935,689,-2.0,2021-06-28T14:44:52.000-03:00
3934,689,-2.0,2021-06-28T14:34:17.000-03:00
3933,690,-10.0,2021-06-28T14:32:31.000-03:00
3932,690,-20.0,2021-06-28T14:31:22.000-03:00
3931,690,-10.0,2021-06-28T13:18:03.000-03:00
3930,690,-10.0,2021-06-28T13:15:09.000-03:00
3929,690,-20.0,2021-06-28T13:10:39.000-03:00
3928,689,-5.0,2021-06-28T11:21:05.000-03:00
3927,689,-10.0,2021-06-28T11:09:27.000-03:00
3926,689,-5.0,2021-06-28T11:05:07.000-03:00
3925,695,-10.0,2021-06-28T08:39:34.000-03:00
3924,690,-10.0,2021-06-28T08:15:03.000-03:00
3923,690,-10.0,2021-06-28T08:13:37.000-03:00
3922,690,-10.0,2021-06-28T08:12:02.000-03:00
3921,690,-10.0,2021-06-28T08:10:29.000-03:00
3920,690,-10.0,2021-06-28T08:08:25.000-03:00
3919,690,-20.0,2021-06-28T08:06:00.000-03:00
3918,695,-10.0,2021-06-27T20:06:27.000-03:00
3917,370,-5.0,2021-06-27T19:02:56.000-03:00
3916,689,-2.0,2021-06-27T18:45:13.000-03:00
3915,690,-10.0,2021-06-27T18:40:59.000-03:00
3914,689,-5.0,2021-06-27T18:12:43.000-03:00
3913,689,-2.0,2021-06-27T18:05:47.000-03:00
3912,689,-3.0,2021-06-27T17:59:36.000-03:00
8312,370,-3.0,2021-12-14T15:49:56.000-03:00
8311,370,-2.0,2021-12-14T15:19:22.000-03:00
8310,671,-3.0,2021-12-14T13:58:28.000-03:00
8309,671,-2.0,2021-12-14T13:52:06.000-03:00
8308,671,-2.0,2021-12-14T13:51:30.000-03:00
8307,671,-2.0,2021-12-14T12:33:45.000-03:00
8306,671,-50.0,2021-12-14T12:23:30.000-03:00
8305,370,-3.0,2021-12-14T09:54:12.000-03:00
8304,370,-2.0,2021-12-14T09:35:02.000-03:00
8303,671,-20.0,2021-12-14T09:11:28.000-03:00
8302,671,-10.0,2021-12-14T09:10:37.000-03:00
8301,671,-10.0,2021-12-13T19:58:16.000-03:00
8300,671,-20.0,2021-12-13T18:21:24.000-03:00
8299,671,-10.0,2021-12-13T17:58:43.000-03:00
8298,671,-10.0,2021-12-13T16:24:47.000-03:00
8297,671,-2.0,2021-12-13T14:56:54.000-03:00
8296,671,-100.0,2021-12-13T14:49:15.000-03:00
8295,671,-5.0,2021-12-13T14:37:50.000-03:00
8294,671,-5.0,2021-12-13T14:34:42.000-03:00
8293,671,-5.0,2021-12-13T14:32:09.000-03:00
8292,671,-10.0,2021-12-13T13:11:20.000-03:00
8291,370,-3.0,2021-12-13T03:50:46.000-03:00
8290,370,-7.0,2021-12-13T03:46:27.000-03:00
8289,671,-25.0,2021-12-12T20:09:26.000-03:00
8288,671,-10.0,2021-12-12T19:49:06.000-03:00
8287,671,-10.0,2021-12-12T19:43:09.000-03:00
8286,671,-3.0,2021-12-12T18:25:32.000-03:00
8285,671,-50.0,2021-12-12T18:16:00.000-03:00
8284,671,-3.0,2021-12-12T14:43:11.000-03:00
8283,671,-10.0,2021-12-12T14:40:04.000-03:00
8281,671,-23.0,2021-12-12T13:22:53.000-03:00
8280,671,-50.0,2021-12-12T13:07:22.000-03:00
8279,370,-2.0,2021-12-12T12:28:49.000-03:00
8278,671,-10.0,2021-12-12T12:19:53.000-03:00
8277,671,-10.0,2021-12-12T12:15:29.000-03:00
8276,671,-100.0,2021-12-12T10:51:58.000-03:00
8275,671,-20.0,2021-12-12T10:48:24.000-03:00
8274,671,-30.0,2021-12-11T20:17:43.000-03:00
8273,671,-10.0,2021-12-11T18:44:56.000-03:00
8272,671,-20.0,2021-12-11T16:02:50.000-03:00
8271,671,-10.0,2021-12-11T11:06:57.000-03:00
8270,671,-20.0,2021-12-11T10:51:10.000-03:00
8269,671,-25.0,2021-12-11T08:59:57.000-03:00
8268,370,-3.0,2021-12-11T07:35:36.000-03:00
8267,671,-20.0,2021-12-11T07:26:41.000-03:00
8266,370,-2.0,2021-12-11T03:07:38.000-03:00
8265,370,-3.0,2021-12-11T01:43:04.000-03:00
8264,671,-5.0,2021-12-10T22:07:19.000-03:00
8263,671,-5.0,2021-12-10T19:25:52.000-03:00
8262,671,-2.0,2021-12-10T18:30:11.000-03:00
8261,671,-20.0,2021-12-10T18:14:34.000-03:00
8260,671,-2.0,2021-12-10T12:46:27.000-03:00
8259,671,-20.0,2021-12-10T12:40:04.000-03:00
8258,671,-10.0,2021-12-10T12:08:58.000-03:00
8257,671,-13.0,2021-12-10T09:11:33.000-03:00
8256,671,-2.0,2021-12-09T21:18:58.000-03:00
8255,671,-10.0,2021-12-09T21:15:09.000-03:00
8254,671,-10.0,2021-12-09T21:01:33.000-03:00
8253,671,-15.0,2021-12-09T20:53:03.000-03:00
8252,671,-3.0,2021-12-09T20:32:24.000-03:00
8251,671,-2.0,2021-12-09T20:30:13.000-03:00
8250,671,-20.0,2021-12-09T20:00:58.000-03:00
8249,671,-5.0,2021-12-09T19:57:32.000-03:00
8248,671,-5.0,2021-12-09T19:54:31.000-03:00
8247,671,-5.0,2021-12-09T19:52:11.000-03:00
8246,671,-5.0,2021-12-09T19:49:33.000-03:00
8245,671,-10.0,2021-12-09T19:37:41.000-03:00
8244,671,-20.0,2021-12-09T18:43:35.000-03:00
8243,671,-50.0,2021-12-09T18:42:58.000-03:00
8242,671,-2.0,2021-12-09T16:53:24.000-03:00
8241,671,-3.0,2021-12-09T16:44:22.000-03:00
8240,671,-2.0,2021-12-09T16:43:46.000-03:00
8239,671,-2.0,2021-12-09T15:28:25.000-03:00
8238,671,-2.0,2021-12-09T14:24:21.000-03:00
8237,671,-5.0,2021-12-09T14:21:46.000-03:00
8236,671,-5.0,2021-12-09T14:17:56.000-03:00
8235,671,-5.0,2021-12-09T14:17:32.000-03:00
8234,671,-2.0,2021-12-09T14:15:38.000-03:00
8233,671,-2.0,2021-12-09T14:01:03.000-03:00
8232,671,-10.0,2021-12-09T13:04:42.000-03:00
8231,671,-50.0,2021-12-09T12:56:38.000-03:00
8230,671,-2.0,2021-12-09T12:53:11.000-03:00
8229,671,-2.0,2021-12-09T12:49:40.000-03:00
8228,671,-2.0,2021-12-09T12:46:52.000-03:00
8227,671,-2.0,2021-12-09T12:41:21.000-03:00
8226,671,-10.0,2021-12-09T12:40:23.000-03:00
8225,671,-2.0,2021-12-09T12:36:50.000-03:00
8224,671,-2.0,2021-12-09T12:27:45.000-03:00
8223,671,-2.0,2021-12-09T12:26:36.000-03:00
8222,671,-10.0,2021-12-09T09:57:56.000-03:00
8221,671,-50.0,2021-12-09T09:54:38.000-03:00
8220,671,-10.0,2021-12-09T09:49:46.000-03:00
8219,671,-3.0,2021-12-09T09:42:04.000-03:00
8218,671,-2.0,2021-12-09T09:41:24.000-03:00
8217,671,-5.0,2021-12-09T09:03:07.000-03:00
8216,671,-5.0,2021-12-09T08:58:05.000-03:00
8215,370,-2.0,2021-12-09T08:53:02.000-03:00
8214,370,-3.0,2021-12-09T08:44:50.000-03:00
8213,370,-3.0,2021-12-09T08:15:44.000-03:00
8212,671,-10.0,2021-12-08T20:18:11.000-03:00
8211,671,-10.0,2021-12-08T20:11:52.000-03:00
7745,671,-2.0,2021-11-10T18:27:36.000-03:00
7744,671,-10.0,2021-11-10T18:25:54.000-03:00
7743,671,-100.0,2021-11-10T18:24:39.000-03:00
7742,671,-10.0,2021-11-10T17:58:23.000-03:00
7741,671,-2.0,2021-11-10T17:56:21.000-03:00
7740,671,-20.0,2021-11-10T17:55:35.000-03:00
7739,671,-5.0,2021-11-10T17:53:36.000-03:00
7738,671,-5.0,2021-11-10T17:50:23.000-03:00
7737,671,-2.0,2021-11-10T12:36:28.000-03:00
7736,671,-40.0,2021-11-10T12:22:08.000-03:00
7735,671,-2.0,2021-11-10T12:21:07.000-03:00
7734,671,-5.0,2021-11-10T12:20:14.000-03:00
7732,671,-110.0,2021-11-10T06:41:39.000-03:00
7731,671,-10.0,2021-11-10T06:24:23.000-03:00
7730,671,-100.0,2021-11-09T21:14:55.000-03:00
7729,671,-2.0,2021-11-09T21:13:01.000-03:00
7728,671,-30.0,2021-11-09T21:07:44.000-03:00
7727,671,-20.0,2021-11-09T21:06:43.000-03:00
7726,671,-20.0,2021-11-09T21:03:54.000-03:00
7725,671,-2.0,2021-11-09T20:35:32.000-03:00
7724,671,-2.0,2021-11-09T19:16:50.000-03:00
7723,671,-4.0,2021-11-09T19:16:13.000-03:00
7722,671,-4.0,2021-11-09T19:14:27.000-03:00
7721,671,-9.0,2021-11-09T18:42:44.000-03:00
7720,671,-10.0,2021-11-09T18:36:13.000-03:00
7719,671,-10.0,2021-11-09T18:26:45.000-03:00
